,full_text,full_text_eng,classification,classification naive bayes
482,personil bhabinkamtibmas laksana sambang dialogis kang oji kp bar kec anyar sekaligus laksana cooling system menciptidakan situasi kondusif jelang milu 2024 wilayah hukum polsek anyar,Bhabinkamtibmas personnel like dialogic sambang kang oji kp bar Anyar Kec and at the same time as a cooling system created a conducive situation ahead of the 2024 jurisdiction of the Anyar Police Station ,Netral,Positif
483,jadwal laksana rekam ktapiel pilih mula milu tahun 2024 wilayah camat bonang,Schedule like the record of Ktapiel chose Milu in 2024 Bonang Sub District Head area ,Netral,Positif
484,milu indonesia 2024 sengaja ada tgl 14 februari salah satu strategi genjot bisnis consumer retail punya pilih diskon bundling hari valentine hari milu lihat jari udh dicelupin tinta,MILU INDONESIA 2024 deliberately there is on February 14 one of the strategies of the Consumer Retail Business Genjus has a Bundling Discount Valentines Day MILU SEE API DIFRED ATTRODR ,Netral,Positif
485,radarsumedang id kota banyak 39003 tugas adhoc milu 2024 mulai tingkat ppk pps kpps panwascam pkd awas tapis se kabupaten sumedang lindung bpjs ketenatidakerjaan kerjasama telah ditandatangani resamai mou,RADARSUMEDANG ID CITY 39003 ADHOC MILU 2024 TASKS starting at the PPK level PPS KPPS PANWASCAM PKD Awas Tapis in Sumedang Regency BPJS BPJS Kettenidakan Working cooperation has been signed by the MoU ,Netral,Positif
486,calon pimpin tepat indonesia ganjar pranowomahfud md paham penting daya milenial agen ubah,Candidate for the right leader of Indonesia Ganjar Pranowomahfud MD understands the important power of the millennial agent changed ,Positif,Positif
487,sukses selalu anggota kpps milu 2024 moga beri sehat selalu,Always successful KPPS Milu 2024 Members hopefully always give you healthy ,Positif,Positif
488,jelas temen di lsampaiung anggota kpps bimtek dapet bahkan dar makan siang,Obviously a friend in addition to members of the Bimtek KPPS can even be from lunch ,Netral,Positif
489,16bawaslu kota banjarmasin beri papar kait tisik netralitas asn awas perilaku politik asn milu 2024 beri paham kanwil kemenkumham kalsel faisol ali,16Bawaslu Banjarmasin City Give a Papar Kayan Tisik Neutrality ASN Awas Political Behavior ASN MILU 2024 Give the Regional Office of Kemenkumham Kalsel Faisol Ali ,Netral,Positif
490,12setiap aparatur sipil negara asn milik hak konstitusional pilih milu 2024 asn tuntut adil kanwil kemenkumham kalsel faisol ali,12 Each ASN State Civil Apparatus Owned by Constitutional Rights Choose MILU 2024 ASN Demand Fair Regional Office of South Kalimantan Ministry of Law and Human Rights Faisol Ali ,Positif,Positif
491,11kepala divisi layan hukum ham ramlan harun wakil kepala kantor wilayah faisol ali ajak sikap netral milu tahun 2024 kanwil kemenkumham kalsel faisol ali,11 Head of Human Rights Law Service Division Ramlan Harun Deputy Head of Regional Office Faisol Ali invited a neutral attitude in 2024 Regional Office of Kemenkumham South Kalimantan Faisol Ali ,Netral,Positif
492,7pemerintah komitmen dukung kondusitifitas milu 2024 milu damai hanya makan seng slogan tindak nyata kanwil kemenkumham kalsel faisol ali,7 Government Commitment to Support Milu 2024 MILU PEACE MILU CONDUSTITIVE only eating zinc slogan real actions of the South Kalimantan Regional Office of South Kalimantan Faisol Ali ,Positif,Positif
493,3 serentidak netralitas aparatur negara perintah sukses milu 2024 selasa 2301 tempat balai temu garuda kanwil kemenkumham kalsel faisol ali,3 Serent of Non Neutrality of the State Apparatus Success Command of Milu 2024 Tuesday 2301 Place Garuda Garuda Regional Office of the Ministry of Law and Human Rights of South Kalimantan Faisol Ali ,Positif,Positif
494,kick off suluh hukum serentidak kemenkumham kalsel kawal netralitas aparatur negara milu 2024 kanwil kemenkumham kalsel faisol ali,kick off the law of the law of the Ministry of Law and Human Rights of South Kalimantan Neutrality of the State Apparatus MILU 2024 Regional Office of the Ministry of Law and Human Rights of South Kalimantan Faisol Ali ,Netral,Positif
495,guna hak pilih jangan golong putih,Translatedsrcms desten textUse the right to choose not to be white ,Positif,Positif
496,aman pak jokowi perlu ketat milu 2024 lebih ngeri belum ingat wiranto tikam jarak dekat saat dalam suatu kunjung,Safe Mr Jokowi needs to be tight 2024 more horrified not to remember Wiranto Tikam close to a short distance when in a visit ,Positif,Positif
497,milu 2024 damai berita palsu ujar benci intoleransi politik indentitas official polri,Election 2024 Peaceful Fake News said the Hate of Political Polri Political Identity Intolerance ,Negatif,Positif
498,guna hak pilih berkonantiibusi masa depan indonesia,for the voting rights of Indonesias future ,Netral,Positif
499,catat buku sejarah kelam milu 2024,Record the Dark History Book of Milu 2024 ,Negatif,Positif
500,tetap konsisten dukung menang pak ganjar mahfud milu 2024,remain consistent supporting winning Mr Ganjar Mahfud Milu 2024 ,Positif,Positif
501,awal aman logistik milu 2024 kec cipondoh ssampaiai gor gondrong kel gondrong kec cipondoh kota tangerang situasi pantau aman kendali selasa 30 januari 2024,Awal Aman Logistics MILU 2024 Kec Cipondoh Ssampaii Gor Gondrong Kel Gondrong Kec Cipondoh Kota Tangerang Situation Monitor Aman Control Tuesday 30 January 2024 ,Netral,Positif
502,jujur walopun ga milih beliau milu 2024 kasi ngeliat beliau cape apa orang2 dekat pak prabowo gd ngasi tau istirahat aja masa tua fokus sama sehat,honestly even though I dont choose him 2024 we will see him tired of what people are close ,Positif,Positif
503,ganjar pranowomahfud md calon pimpin tepat indonesia mentidakui penting didik libat generasi muda bangun negara,Ganjar Pranowomahfud MD Candidate Leading Right Indonesia Mentibakui IMPORTANT DIDIKS LESS LESS LESS LESS ,Positif,Positif
504,14 hari tuju mungut suara milu serentidak tahun 2024 ayoo datang tapis guna hak suara jangan golong putih yaa jadi pilih cerdas milu kualitas,14 days of Milus votes in 2024 Ayoo came a tapis for voting rights dont go to white so choose to be smart in quality ,Positif,Positif
505,anak abah siap milu 2024,Abahs child is ready for 2024 ,Positif,Positif
506,milu 2024 so unserious,Translatedsrcde desten textMilu 2024 so duvet ,Netral,Positif
507,golong putih bentuk rasa syukur tuhan yme,White Golong Forms of Gratitude of God Almighty ,Netral,Positif
508,personil bhabinkamtibmas laksana sambang dialogis ala sekolah serta humas mtsn 4 serang ds mekarsari kec anyar sekaligus laksana cooling system menciptidakan situasi kondusif jelang milu 2024 wilayah hukum polsek anyar,Bhabinkamtibmas personnel like school style dialogical sambang and MTsN 4 Public Relations Ds Mekarsari Kec Anyar as well as a cooling system created a conducive situation ahead of MILU 2024 Jurisdiction of Anyar Police Station ,Netral,Positif
509,karanganyar sertu fatkul had babinsa koramil 02tasikmadu hadir giat bimbing teknis mungut hitung suara kelompok penyelengara mungut suara kpps milu 2024 tempat aula balai desa kalijirak kectasikmadu jumlah 154 serta,Karanganyar Sertu Fatkul Had Babinsa Koramil 02tasikmadu attended the active guidance of technical guidelines for the voting group of milling kpps miles 2024 where the hall of the village hall kalijirakcadu number 154 and ,Negatif,Positif
510,dasar anggar kpu provinsi bimtek kpps 73 milyar tulis 73585417 ribu rupiah per provinsi data province aceh transparan procinsi kalian gimana,Basic Fencing KPU Provincial Bimtek KPPS 73 Billion Write 73585417 thousand rupiah per province Data Province Aceh Transparent Your Province ,Netral,Positif
511,generasi muda anti golong putih,Young Generation Anti Golong White ,Positif,Positif
512,semesta kuprabowo undur diri milu 2024kesehatan kurang baik jaga waspasa,Universe Prabowo resigned the 2024 Health Election ,Netral,Positif
513,jeruk bawaslu pks kpps,Oranges Bawaslu PKS KPPS ,Netral,Positif
514,pihak selenggara milu terap teknologi canggih sistem aman percaya lindung integritas data pilih pasti keabisahan hasil milu,The side of the MILU APPLICATION APPLICATION SAFE SYSTEM SYSTEMS SAFE BELIEVE PROTECTED DATA INTEGRITY CHOICE ,Positif,Positif
515,yuk sukses milu 2024,lets succeed mill 2024 ,Netral,Positif
516,perlu ada kerjasama lembagalembaga kait aparat aman masyarakat menciptidakan lingkung aman minimal potensi konflik ganggu proses milu,there needs to be cooperation with the institution of the hooks of the apparatus and the community to create a safe environment at a minimum potential conflict to disturb the milling process ,Positif,Positif
517,paling parah milu 2024aaaasudahlah,Translatedsrcjw desten textthe worst of mid 2024aaaaalahlah ,Negatif,Positif
518,sabar uji mohon bersabarrrr musim milu 2024 musim kabar berita palsu harap filter kalau mau menjatugkan ingat pesan pak ganjar boleh serang lawan dg negative csampaiign tapi td dg black csampaiignberita palsu,Patient Test Please be patient with the 2024 season of the season of fake news please filter if you want to be fueling remember the message of Mr Ganjar may attack opponents with negative csigns but in black csiigign ,Negatif,Positif
519,calon pimpin tepat indonesia ganjar pranowomahfud md jadi teladan milenial ingin ubah positif tengah kompleksitas zaman,Candidate for the right leader of Indonesia Ganjar Pranowomahfud MD so a millennial example wants to change positively in the middle of the times ,Positif,Positif
520,hak pilih berkonantiibusi masa depan indonesia,the right to vote for the future of Indonesia ,Positif,Positif
521,guna suara jangan ssampaiai golong putih,For voting dont let the white Golong ,Netral,Positif
522,milu 2024 indikasi curang surya paloh sudah jelas,MILU 2024 Indications of Surya Palohs cheating are clear ,Positif,Positif
523,daftar caleg dpd ri dapil jawa tengah milu 2024 lengkap tempat tinggal yuk kenal calon wakil,List of DPD RI candidates in Central Java Electoral District 2024 Complete residence Yuk Know the Candidate Representative ,Positif,Positif
524,kpu aru gelar simulasi milu 2024 begini jelas,KPU Aru Holds Milu Simulation 2024 This is clear ,Positif,Positif
525,full senyum gaji anggota kpps resamai naik rp 600 ribu milu 2024 plus uang pulsa,Full Smile Salary of KPPS Members Return up Rp 600 thousand MILU 2024 PLUS PULSE MONEY ,Positif,Positif
526,pasuk tahap milu 2024 polres kaur lalu satu tugas satgas preventif operasi mantap brata omb nala 20232024 terus laku upaya preventif rangka aman milu 2024,PASUK MILU STAGE 2024 KAUR POLRESS LALL A Task for the Preventive Task Force Preventive Operation Mantap Brata OMB Nala 20232024 Continues to sell preventive efforts to be safe in MILU 2024 ,Positif,Positif
527,ganjar pranowomahfud md calon pimpin tepat indonesia wujud visi misi bangun masa depan inklusif daya,Ganjar Pranowomahfud MD Candidates for the Right Indonesia Leads ,Positif,Positif
528,karanganyar kopka alim subandriyo babinsa koramil 02tasikmadu hadir giat bimbing teknis mungut hitung suara kelompok penyelengara mungut suara kpps milu 2024 tempat gedung balai desa gaum kectasikmadu jumlah 168 serta,Karanganyar Kopka Alim Subandriyo Babinsa Koramil 02tasikmadu was present active guidance technical technical counts of voting groups Milking votes Milu 2024 where the Gaum Kectikmadu Village Hall building was 168 and ,Negatif,Positif
529,gelar capres siap menysampaiaikan visi misi gagas untuk akhir kali milu 14 februari saksi debat minggu 4 februari 2024 pkl 1630 wib live kompastv,Candidate for whom conveyed the vision and mission of Gagas for the last time MILU 14 February Witness Debate Week 4 February 2024 Pkl 1630 WIB Live KompasTV ,Positif,Positif
530,prabowo subianto ajak masyarakat kawal milu 2024 terima dukung langsung komunitas bakti rakyat,Prabowo Subianto invited the community to guard Milu 2024 to receive directly supporting the peoples community service community ,Positif,Positif
531,jaga sukses milu 2024 sinergi perintah masyarakat,Maintain Success MILU 2024 Synergy of Community Orders ,Positif,Positif
532,yaa pilih aja jujur bgt buat bbrp tahun datang aku bakal kerja terjun dunia benar jd aku khawatir lbh pilih sesuai sama program utama rakyat nasib rakyat di bijak perintah be wise yahh,Yes just choose to be honest for some years to come I will work to enter the world right so I am afraid to choose according to the main program of the people of the people in wisely the command be wise yahh ,Positif,Positif
533,jangan lupa datang tapis milu damai aman 2024,Dont forget to come in Tapis Milu Peace Safe 2024 ,Positif,Positif
534,milu 2024 papua jadi wahana inklusi mentidakomodasi bagai suara aspirasi masyarakat,MILU 2024 Papua becomes a vehicle for incomplete inches as the sound of the aspirations of the people ,Positif,Positif
535,blt rapel janmar bayar rp113triliun feb24 gaji asn tni polri seluruh indonesia langsung naik jelang milu februari 2024 gibran harga harga barang makin lejit rakyat kisamain non asn makin jepit,BLT Rapel Janmar pays Rp 113Trilion Feb24 Salary of ASN TNI Polri throughout Indonesia immediately rises ahead of MILU in February 2024 Gibran the price of goods is getting more and more inseparable to the Kisamain Non ASN increasingly flipped ,Positif,Positif
536,karanganyar sertu suparman babinsa koramil 02tasikmadu hadir giat bimbing teknis mungut hitung suara kelompok selenggara mungut suara kpps milu 2024 tempat gedung balai desa ngijo kectasikmadu jumlah 175 serta,Karanganyar Sertu Suparman Babinsa Koramil 02tasikmadu was present active guidance technical technical mice to count the votes of the votes of the Milu 2024 KPPS Milu 2024 where the Ngijo Village Hall Building Kecasikmadu was 175 and ,Negatif,Positif
537,calon pimpin tepat indonesia ganjar pranowomahfud md gambar pimpin buka ideide gagas milenial,Candidate for the right leader of Indonesia Ganjar Pranowomahfud MD Picture Lead Open Millennial Gagas Idea ,Positif,Positif
538,netralitas profesionalitas kpu milu 2024,Neutrality of Professionalism of KPU MILU 2024 ,Netral,Positif
539,ormas hindu nasional deklarasi milu keras,National Hindu Organization Declaration of Milu Hard ,Negatif,Positif
540,seperti prediksi gue bakal perang saudara milu warna saling lapor tangkap intimidasi 3 paslon plus dri perintah jokowi cawe milu 2024 liat aja gimana kelanjutanya jangan ssampaiai peristiwa 98 ulang reborn,As my prediction will be the Milu Civil War the colors report to catch the intimidation of 3 paslon plus from the Jokowi Cawe Milu 2024 command just look at how it is continued dont reach the 98 Reborn events ,Netral,Positif
